DISCRIMINATOR|Id|INDEX_|INV_ORG_ID|IS_PHANTOM|SOURCE_ID_|SYNC_ID|TIME_STAMP|VERSION_|CreateDate|UpdateDate|BoxesQty|IsMantissa|IsPending|IsScraped|Qty|Sn|AssignState|PrintById|PrintDate|PrintedState|PrintTimes|RangeId|WorkOrderId
|7460919|0|100|False|0|8167285|0|0|2024/9/3 上午10:49:26|2024/9/3 上午10:49:26|1|False|False|False|1|SN24090300004|未指派|18|2024/9/3 上午10:49:25|已打印|1|3157|42548
